timestamp,kwh,building
2024-01-05 09:00:00,74.95,Hostel
2024-01-05 10:00:00,72.32,Hostel
2024-01-05 11:00:00,114.52,Hostel
2024-01-05 12:00:00,89.48,Hostel
2024-01-05 13:00:00,101.51,Hostel
2024-01-05 14:00:00,107.36,Hostel
2024-01-05 15:00:00,90.42,Hostel
2024-01-05 16:00:00,102.87,Hostel
2024-01-05 17:00:00,66.45,Hostel
2024-01-05 18:00:00,111.86,Hostel
2024-01-05 19:00:00,73.18,Hostel
2024-01-05 20:00:00,86.75,Hostel
2024-01-05 21:00:00,115.24,Hostel
2024-01-05 22:00:00,105.93,Hostel
2024-01-05 23:00:00,117.73,Hostel
2024-01-06 00:00:00,87.38,Hostel
2024-01-06 01:00:00,66.09,Hostel
2024-01-06 02:00:00,92.49,Hostel
2024-01-06 03:00:00,111.73,Hostel
2024-01-06 04:00:00,94.42,Hostel
2024-01-06 05:00:00,42.63,Hostel
2024-01-06 06:00:00,95.44,Hostel
2024-01-06 07:00:00,45.09,Hostel
2024-01-06 08:00:00,80.59,Hostel
2024-01-06 09:00:00,71.75,Hostel
2024-01-06 10:00:00,55.88,Hostel
2024-01-06 11:00:00,114.38,Hostel
2024-01-06 12:00:00,59.57,Hostel
2024-01-06 13:00:00,50.92,Hostel
2024-01-06 14:00:00,92.8,Hostel
2024-01-06 15:00:00,60.38,Hostel
2024-01-06 16:00:00,76.52,Hostel
2024-01-06 17:00:00,103.19,Hostel
2024-01-06 18:00:00,95.13,Hostel
2024-01-06 19:00:00,111.36,Hostel
2024-01-06 20:00:00,75.78,Hostel
2024-01-06 21:00:00,63.77,Hostel
2024-01-06 22:00:00,74.35,Hostel
2024-01-06 23:00:00,117.31,Hostel
2024-01-07 00:00:00,101.67,Hostel
2024-01-07 01:00:00,64.17,Hostel
2024-01-07 02:00:00,35.62,Hostel
2024-01-07 03:00:00,45.27,Hostel
2024-01-07 04:00:00,62.84,Hostel
2024-01-07 05:00:00,48.94,Hostel
2024-01-07 06:00:00,82.48,Hostel
2024-01-07 07:00:00,106.65,Hostel
2024-01-07 08:00:00,68.88,Hostel
2024-01-07 09:00:00,50.41,Hostel
2024-01-07 10:00:00,32.86,Hostel
2024-01-07 11:00:00,87.02,Hostel
2024-01-07 12:00:00,47.75,Hostel
2024-01-07 13:00:00,96.92,Hostel
2024-01-07 14:00:00,85.57,Hostel
2024-01-07 15:00:00,41.69,Hostel
2024-01-07 16:00:00,31.84,Hostel
2024-01-07 17:00:00,56.42,Hostel
2024-01-07 18:00:00,38.33,Hostel
2024-01-07 19:00:00,53.69,Hostel
2024-01-07 20:00:00,95.97,Hostel
2024-01-07 21:00:00,46.28,Hostel
2024-01-07 22:00:00,114.01,Hostel
2024-01-07 23:00:00,51.26,Hostel
2024-01-08 00:00:00,55.26,Hostel
2024-01-08 01:00:00,51.48,Hostel
2024-01-08 02:00:00,107.53,Hostel
2024-01-08 03:00:00,86.58,Hostel
2024-01-08 04:00:00,40.3,Hostel
2024-01-08 05:00:00,59.72,Hostel
2024-01-08 06:00:00,78.55,Hostel
2024-01-08 07:00:00,37.97,Hostel
2024-01-08 08:00:00,88.16,Hostel
2024-01-08 09:00:00,111.44,Hostel
2024-01-08 10:00:00,77.52,Hostel
2024-01-08 11:00:00,90.71,Hostel
2024-01-08 12:00:00,64.47,Hostel
2024-01-08 13:00:00,80.26,Hostel
2024-01-08 14:00:00,55.94,Hostel
2024-01-08 15:00:00,66.27,Hostel
2024-01-08 16:00:00,105.86,Hostel
2024-01-08 17:00:00,104.93,Hostel
2024-01-08 18:00:00,42.73,Hostel
2024-01-08 19:00:00,93.97,Hostel
2024-01-08 20:00:00,91.81,Hostel
2024-01-08 21:00:00,60.55,Hostel
2024-01-08 22:00:00,44.19,Hostel
2024-01-08 23:00:00,57.47,Hostel
2024-01-09 00:00:00,78.77,Hostel
2024-01-09 01:00:00,75.28,Hostel
2024-01-09 02:00:00,46.1,Hostel
2024-01-09 03:00:00,49.27,Hostel
2024-01-09 04:00:00,48.94,Hostel
2024-01-09 05:00:00,48.19,Hostel
2024-01-09 06:00:00,85.88,Hostel
2024-01-09 07:00:00,86.66,Hostel
2024-01-09 08:00:00,57.86,Hostel
2024-01-09 09:00:00,90.01,Hostel
2024-01-09 10:00:00,70.27,Hostel
2024-01-09 11:00:00,60.36,Hostel
2024-01-09 12:00:00,53.18,Hostel
2024-01-09 13:00:00,69.29,Hostel
2024-01-09 14:00:00,40.21,Hostel
2024-01-09 15:00:00,69.66,Hostel
2024-01-09 16:00:00,64.96,Hostel
2024-01-09 17:00:00,81.89,Hostel
2024-01-09 18:00:00,83.43,Hostel
2024-01-09 19:00:00,87.97,Hostel
2024-01-09 20:00:00,118.0,Hostel
2024-01-09 21:00:00,37.63,Hostel
2024-01-09 22:00:00,83.39,Hostel
2024-01-09 23:00:00,60.62,Hostel
2024-01-10 00:00:00,66.79,Hostel
2024-01-10 01:00:00,95.93,Hostel
2024-01-10 02:00:00,103.59,Hostel
2024-01-10 03:00:00,107.12,Hostel
2024-01-10 04:00:00,93.9,Hostel
2024-01-10 05:00:00,108.14,Hostel
2024-01-10 06:00:00,79.05,Hostel
2024-01-10 07:00:00,56.0,Hostel
2024-01-10 08:00:00,51.43,Hostel
2024-01-10 09:00:00,59.57,Hostel
2024-01-10 10:00:00,71.32,Hostel
2024-01-10 11:00:00,43.15,Hostel
2024-01-10 12:00:00,39.73,Hostel
2024-01-10 13:00:00,113.36,Hostel
2024-01-10 14:00:00,101.73,Hostel
2024-01-10 15:00:00,49.56,Hostel
2024-01-10 16:00:00,117.82,Hostel
2024-01-10 17:00:00,107.39,Hostel
2024-01-10 18:00:00,110.91,Hostel
2024-01-10 19:00:00,56.11,Hostel
2024-01-10 20:00:00,76.06,Hostel
2024-01-10 21:00:00,89.78,Hostel
2024-01-10 22:00:00,32.85,Hostel
2024-01-10 23:00:00,99.03,Hostel
2024-01-11 00:00:00,73.79,Hostel
2024-01-11 01:00:00,101.77,Hostel
2024-01-11 02:00:00,58.89,Hostel
2024-01-11 03:00:00,51.29,Hostel
2024-01-11 04:00:00,96.53,Hostel
2024-01-11 05:00:00,72.14,Hostel
2024-01-11 06:00:00,60.53,Hostel
2024-01-11 07:00:00,109.33,Hostel
2024-01-11 08:00:00,102.41,Hostel
2024-01-11 09:00:00,84.74,Hostel
2024-01-11 10:00:00,37.41,Hostel
2024-01-11 11:00:00,82.4,Hostel
2024-01-11 12:00:00,71.16,Hostel
2024-01-11 13:00:00,59.64,Hostel
2024-01-11 14:00:00,113.18,Hostel
2024-01-11 15:00:00,97.09,Hostel
2024-01-11 16:00:00,98.42,Hostel
2024-01-11 17:00:00,111.11,Hostel
2024-01-11 18:00:00,76.8,Hostel
2024-01-11 19:00:00,66.67,Hostel
2024-01-11 20:00:00,54.8,Hostel
2024-01-11 21:00:00,104.64,Hostel
2024-01-11 22:00:00,111.34,Hostel
2024-01-11 23:00:00,59.33,Hostel
2024-01-12 00:00:00,105.82,Hostel
2024-01-12 01:00:00,108.01,Hostel
2024-01-12 02:00:00,100.54,Hostel
2024-01-12 03:00:00,58.21,Hostel
2024-01-12 04:00:00,115.5,Hostel
2024-01-12 05:00:00,80.49,Hostel
2024-01-12 06:00:00,80.82,Hostel
2024-01-12 07:00:00,46.8,Hostel
2024-01-12 08:00:00,76.4,Hostel
2024-01-12 09:00:00,115.39,Hostel
2024-01-12 10:00:00,59.43,Hostel
2024-01-12 11:00:00,102.19,Hostel
2024-01-12 12:00:00,48.74,Hostel
2024-01-12 13:00:00,42.3,Hostel
2024-01-12 14:00:00,54.32,Hostel
2024-01-12 15:00:00,30.45,Hostel
2024-01-12 16:00:00,37.48,Hostel
2024-01-12 17:00:00,104.82,Hostel
2024-01-12 18:00:00,37.07,Hostel
2024-01-12 19:00:00,81.26,Hostel
2024-01-12 20:00:00,62.09,Hostel
2024-01-12 21:00:00,97.37,Hostel
2024-01-12 22:00:00,105.09,Hostel
2024-01-12 23:00:00,46.32,Hostel
2024-01-13 00:00:00,44.79,Hostel
2024-01-13 01:00:00,73.68,Hostel
2024-01-13 02:00:00,94.43,Hostel
2024-01-13 03:00:00,64.18,Hostel
2024-01-13 04:00:00,43.33,Hostel
2024-01-13 05:00:00,58.26,Hostel
2024-01-13 06:00:00,59.86,Hostel
2024-01-13 07:00:00,102.2,Hostel
2024-01-13 08:00:00,104.53,Hostel
2024-01-13 09:00:00,60.01,Hostel
2024-01-13 10:00:00,50.93,Hostel
2024-01-13 11:00:00,30.56,Hostel
2024-01-13 12:00:00,81.62,Hostel
2024-01-13 13:00:00,51.05,Hostel
2024-01-13 14:00:00,38.08,Hostel
2024-01-13 15:00:00,72.18,Hostel
2024-01-13 16:00:00,92.02,Hostel
2024-01-13 17:00:00,69.11,Hostel
2024-01-13 18:00:00,99.59,Hostel
2024-01-13 19:00:00,59.41,Hostel
2024-01-13 20:00:00,114.13,Hostel
2024-01-13 21:00:00,48.48,Hostel
2024-01-13 22:00:00,37.35,Hostel
2024-01-13 23:00:00,112.97,Hostel
2024-01-14 00:00:00,85.46,Hostel
2024-01-14 01:00:00,58.84,Hostel
2024-01-14 02:00:00,61.82,Hostel
2024-01-14 03:00:00,110.83,Hostel
2024-01-14 04:00:00,85.14,Hostel
2024-01-14 05:00:00,63.82,Hostel
2024-01-14 06:00:00,30.27,Hostel
2024-01-14 07:00:00,69.02,Hostel
2024-01-14 08:00:00,76.59,Hostel
2024-01-14 09:00:00,104.67,Hostel
2024-01-14 10:00:00,57.85,Hostel
2024-01-14 11:00:00,30.4,Hostel
2024-01-14 12:00:00,91.53,Hostel
2024-01-14 13:00:00,101.94,Hostel
2024-01-14 14:00:00,98.47,Hostel
2024-01-14 15:00:00,45.07,Hostel
2024-01-14 16:00:00,72.23,Hostel
2024-01-14 17:00:00,73.81,Hostel
2024-01-14 18:00:00,76.72,Hostel
2024-01-14 19:00:00,37.11,Hostel
2024-01-14 20:00:00,111.9,Hostel
2024-01-14 21:00:00,43.71,Hostel
2024-01-14 22:00:00,46.96,Hostel
2024-01-14 23:00:00,49.45,Hostel
2024-01-15 00:00:00,93.47,Hostel
2024-01-15 01:00:00,67.96,Hostel
2024-01-15 02:00:00,97.09,Hostel
2024-01-15 03:00:00,33.58,Hostel
2024-01-15 04:00:00,46.89,Hostel
2024-01-15 05:00:00,94.24,Hostel
2024-01-15 06:00:00,59.18,Hostel
2024-01-15 07:00:00,87.6,Hostel
2024-01-15 08:00:00,58.61,Hostel
2024-01-15 09:00:00,70.73,Hostel
2024-01-15 10:00:00,94.02,Hostel
2024-01-15 11:00:00,64.11,Hostel
2024-01-15 12:00:00,48.54,Hostel
2024-01-15 13:00:00,58.63,Hostel
2024-01-15 14:00:00,116.62,Hostel
2024-01-15 15:00:00,55.75,Hostel
2024-01-15 16:00:00,46.23,Hostel
2024-01-15 17:00:00,83.35,Hostel
2024-01-15 18:00:00,103.03,Hostel
2024-01-15 19:00:00,104.12,Hostel
2024-01-15 20:00:00,41.22,Hostel
2024-01-15 21:00:00,68.71,Hostel
2024-01-15 22:00:00,109.69,Hostel
2024-01-15 23:00:00,108.64,Hostel
2024-01-16 00:00:00,73.01,Hostel
2024-01-16 01:00:00,61.22,Hostel
2024-01-16 02:00:00,113.74,Hostel
2024-01-16 03:00:00,118.17,Hostel
2024-01-16 04:00:00,38.74,Hostel
2024-01-16 05:00:00,38.58,Hostel
2024-01-16 06:00:00,96.26,Hostel
2024-01-16 07:00:00,66.28,Hostel
2024-01-16 08:00:00,97.55,Hostel
2024-01-16 09:00:00,58.12,Hostel
2024-01-16 10:00:00,61.24,Hostel
2024-01-16 11:00:00,58.57,Hostel
2024-01-16 12:00:00,88.33,Hostel
2024-01-16 13:00:00,90.55,Hostel
2024-01-16 14:00:00,61.95,Hostel
2024-01-16 15:00:00,53.41,Hostel
2024-01-16 16:00:00,53.41,Hostel
2024-01-16 17:00:00,109.14,Hostel
2024-01-16 18:00:00,69.02,Hostel
2024-01-16 19:00:00,97.6,Hostel
2024-01-16 20:00:00,83.02,Hostel
2024-01-16 21:00:00,97.87,Hostel
2024-01-16 22:00:00,31.01,Hostel
2024-01-16 23:00:00,34.99,Hostel
2024-01-17 00:00:00,58.73,Hostel
2024-01-17 01:00:00,79.66,Hostel
2024-01-17 02:00:00,118.24,Hostel
2024-01-17 03:00:00,61.53,Hostel
2024-01-17 04:00:00,86.65,Hostel
2024-01-17 05:00:00,67.0,Hostel
2024-01-17 06:00:00,93.41,Hostel
2024-01-17 07:00:00,117.17,Hostel
2024-01-17 08:00:00,89.05,Hostel
2024-01-17 09:00:00,57.92,Hostel
2024-01-17 10:00:00,88.56,Hostel
2024-01-17 11:00:00,62.36,Hostel
2024-01-17 12:00:00,115.22,Hostel
2024-01-17 13:00:00,77.84,Hostel
2024-01-17 14:00:00,59.51,Hostel
2024-01-17 15:00:00,47.29,Hostel
2024-01-17 16:00:00,55.59,Hostel
2024-01-17 17:00:00,77.42,Hostel
2024-01-17 18:00:00,103.64,Hostel
2024-01-17 19:00:00,80.8,Hostel
2024-01-17 20:00:00,103.81,Hostel
2024-01-17 21:00:00,31.29,Hostel
2024-01-17 22:00:00,93.02,Hostel
2024-01-17 23:00:00,36.31,Hostel
2024-01-18 00:00:00,41.65,Hostel
2024-01-18 01:00:00,36.88,Hostel
2024-01-18 02:00:00,75.9,Hostel
2024-01-18 03:00:00,117.85,Hostel
2024-01-18 04:00:00,57.46,Hostel
2024-01-18 05:00:00,93.64,Hostel
2024-01-18 06:00:00,74.89,Hostel
2024-01-18 07:00:00,118.33,Hostel
2024-01-18 08:00:00,78.8,Hostel
2024-01-18 09:00:00,66.98,Hostel
2024-01-18 10:00:00,37.74,Hostel
2024-01-18 11:00:00,96.56,Hostel
2024-01-18 12:00:00,97.43,Hostel
2024-01-18 13:00:00,82.62,Hostel
2024-01-18 14:00:00,101.84,Hostel
2024-01-18 15:00:00,119.85,Hostel
2024-01-18 16:00:00,94.06,Hostel
2024-01-18 17:00:00,91.57,Hostel
2024-01-18 18:00:00,88.31,Hostel
2024-01-18 19:00:00,105.36,Hostel
2024-01-18 20:00:00,41.18,Hostel
2024-01-18 21:00:00,76.33,Hostel
2024-01-18 22:00:00,57.89,Hostel
2024-01-18 23:00:00,110.84,Hostel
2024-01-19 00:00:00,78.98,Hostel
2024-01-19 01:00:00,59.65,Hostel
2024-01-19 02:00:00,49.48,Hostel
2024-01-19 03:00:00,42.11,Hostel
2024-01-19 04:00:00,36.99,Hostel
2024-01-19 05:00:00,119.19,Hostel
2024-01-19 06:00:00,95.78,Hostel
2024-01-19 07:00:00,109.91,Hostel
2024-01-19 08:00:00,91.22,Hostel
2024-01-19 09:00:00,98.21,Hostel
2024-01-19 10:00:00,71.09,Hostel
2024-01-19 11:00:00,53.9,Hostel
2024-01-19 12:00:00,110.4,Hostel
2024-01-19 13:00:00,68.48,Hostel
2024-01-19 14:00:00,70.22,Hostel
2024-01-19 15:00:00,35.7,Hostel
2024-01-19 16:00:00,67.1,Hostel
2024-01-19 17:00:00,100.88,Hostel
2024-01-19 18:00:00,79.04,Hostel
2024-01-19 19:00:00,52.7,Hostel
2024-01-19 20:00:00,71.92,Hostel
2024-01-19 21:00:00,49.67,Hostel
2024-01-19 22:00:00,60.74,Hostel
2024-01-19 23:00:00,83.77,Hostel
2024-01-20 00:00:00,66.68,Hostel
2024-01-20 01:00:00,81.24,Hostel
2024-01-20 02:00:00,74.24,Hostel
2024-01-20 03:00:00,86.85,Hostel
2024-01-20 04:00:00,100.06,Hostel
2024-01-20 05:00:00,91.07,Hostel
2024-01-20 06:00:00,60.1,Hostel
2024-01-20 07:00:00,67.08,Hostel
2024-01-20 08:00:00,32.0,Hostel
2024-01-20 09:00:00,51.36,Hostel
2024-01-20 10:00:00,52.74,Hostel
2024-01-20 11:00:00,66.62,Hostel
2024-01-20 12:00:00,107.78,Hostel
2024-01-20 13:00:00,56.32,Hostel
2024-01-20 14:00:00,47.69,Hostel
2024-01-20 15:00:00,55.36,Hostel
2024-01-20 16:00:00,100.69,Hostel
2024-01-20 17:00:00,81.1,Hostel
2024-01-20 18:00:00,69.99,Hostel
2024-01-20 19:00:00,39.69,Hostel
2024-01-20 20:00:00,44.61,Hostel
2024-01-20 21:00:00,90.66,Hostel
2024-01-20 22:00:00,103.7,Hostel
2024-01-20 23:00:00,82.56,Hostel
2024-01-21 00:00:00,62.02,Hostel
2024-01-21 01:00:00,103.4,Hostel
2024-01-21 02:00:00,91.32,Hostel
2024-01-21 03:00:00,41.92,Hostel
2024-01-21 04:00:00,54.57,Hostel
2024-01-21 05:00:00,54.5,Hostel
2024-01-21 06:00:00,71.06,Hostel
2024-01-21 07:00:00,43.17,Hostel
2024-01-21 08:00:00,68.47,Hostel
2024-01-21 09:00:00,40.73,Hostel
2024-01-21 10:00:00,89.85,Hostel
2024-01-21 11:00:00,84.78,Hostel
2024-01-21 12:00:00,95.43,Hostel
2024-01-21 13:00:00,46.37,Hostel
2024-01-21 14:00:00,84.65,Hostel
2024-01-21 15:00:00,76.44,Hostel
2024-01-21 16:00:00,75.3,Hostel
2024-01-21 17:00:00,41.76,Hostel
2024-01-21 18:00:00,43.39,Hostel
2024-01-21 19:00:00,60.47,Hostel
2024-01-21 20:00:00,71.15,Hostel
2024-01-21 21:00:00,117.25,Hostel
2024-01-21 22:00:00,62.78,Hostel
2024-01-21 23:00:00,49.78,Hostel
2024-01-22 00:00:00,65.56,Hostel
2024-01-22 01:00:00,112.9,Hostel
2024-01-22 02:00:00,72.64,Hostel
2024-01-22 03:00:00,63.44,Hostel
2024-01-22 04:00:00,44.38,Hostel
2024-01-22 05:00:00,65.78,Hostel
2024-01-22 06:00:00,71.14,Hostel
2024-01-22 07:00:00,57.47,Hostel
2024-01-22 08:00:00,113.19,Hostel
2024-01-22 09:00:00,86.5,Hostel
2024-01-22 10:00:00,118.79,Hostel
2024-01-22 11:00:00,58.47,Hostel
2024-01-22 12:00:00,42.9,Hostel
2024-01-22 13:00:00,59.77,Hostel
2024-01-22 14:00:00,103.33,Hostel
2024-01-22 15:00:00,46.46,Hostel
2024-01-22 16:00:00,101.29,Hostel
2024-01-22 17:00:00,103.17,Hostel
2024-01-22 18:00:00,68.85,Hostel
2024-01-22 19:00:00,94.95,Hostel
2024-01-22 20:00:00,60.62,Hostel
2024-01-22 21:00:00,101.81,Hostel
2024-01-22 22:00:00,87.82,Hostel
2024-01-22 23:00:00,82.57,Hostel
2024-01-23 00:00:00,116.51,Hostel
2024-01-23 01:00:00,65.63,Hostel
2024-01-23 02:00:00,109.67,Hostel
2024-01-23 03:00:00,61.12,Hostel
2024-01-23 04:00:00,56.99,Hostel
2024-01-23 05:00:00,84.18,Hostel
2024-01-23 06:00:00,35.48,Hostel
2024-01-23 07:00:00,119.5,Hostel
2024-01-23 08:00:00,49.89,Hostel
2024-01-23 09:00:00,57.19,Hostel
2024-01-23 10:00:00,82.53,Hostel
2024-01-23 11:00:00,66.47,Hostel
2024-01-23 12:00:00,91.05,Hostel
2024-01-23 13:00:00,38.61,Hostel
2024-01-23 14:00:00,97.23,Hostel
2024-01-23 15:00:00,103.91,Hostel
2024-01-23 16:00:00,88.07,Hostel
2024-01-23 17:00:00,109.92,Hostel
2024-01-23 18:00:00,42.76,Hostel
2024-01-23 19:00:00,57.61,Hostel
2024-01-23 20:00:00,41.35,Hostel
2024-01-23 21:00:00,92.33,Hostel
2024-01-23 22:00:00,63.29,Hostel
2024-01-23 23:00:00,63.41,Hostel
2024-01-24 00:00:00,35.34,Hostel
2024-01-24 01:00:00,72.82,Hostel
2024-01-24 02:00:00,89.6,Hostel
2024-01-24 03:00:00,40.06,Hostel
2024-01-24 04:00:00,103.55,Hostel
2024-01-24 05:00:00,109.52,Hostel
2024-01-24 06:00:00,72.54,Hostel
2024-01-24 07:00:00,80.44,Hostel
2024-01-24 08:00:00,113.3,Hostel
2024-01-24 09:00:00,44.85,Hostel
2024-01-24 10:00:00,39.66,Hostel
2024-01-24 11:00:00,70.04,Hostel
2024-01-24 12:00:00,68.01,Hostel
2024-01-24 13:00:00,102.32,Hostel
2024-01-24 14:00:00,38.14,Hostel
2024-01-24 15:00:00,83.77,Hostel
2024-01-24 16:00:00,64.6,Hostel
2024-01-24 17:00:00,46.87,Hostel
2024-01-24 18:00:00,37.8,Hostel
2024-01-24 19:00:00,108.05,Hostel
2024-01-24 20:00:00,115.68,Hostel
2024-01-24 21:00:00,69.58,Hostel
2024-01-24 22:00:00,50.57,Hostel
2024-01-24 23:00:00,41.47,Hostel
2024-01-25 00:00:00,35.6,Hostel
2024-01-25 01:00:00,104.82,Hostel
2024-01-25 02:00:00,76.7,Hostel
2024-01-25 03:00:00,117.66,Hostel
2024-01-25 04:00:00,100.05,Hostel
2024-01-25 05:00:00,96.2,Hostel
2024-01-25 06:00:00,43.64,Hostel
2024-01-25 07:00:00,81.87,Hostel
2024-01-25 08:00:00,58.39,Hostel
2024-01-25 09:00:00,104.11,Hostel
2024-01-25 10:00:00,54.18,Hostel
2024-01-25 11:00:00,44.23,Hostel
2024-01-25 12:00:00,69.05,Hostel
2024-01-25 13:00:00,106.96,Hostel
2024-01-25 14:00:00,95.8,Hostel
2024-01-25 15:00:00,47.93,Hostel
2024-01-25 16:00:00,106.81,Hostel
2024-01-25 17:00:00,59.13,Hostel
2024-01-25 18:00:00,55.71,Hostel
2024-01-25 19:00:00,87.48,Hostel
2024-01-25 20:00:00,43.35,Hostel
2024-01-25 21:00:00,61.01,Hostel
2024-01-25 22:00:00,109.19,Hostel
2024-01-25 23:00:00,95.78,Hostel
2024-01-26 00:00:00,53.92,Hostel
2024-01-26 01:00:00,38.74,Hostel
2024-01-26 02:00:00,97.04,Hostel
2024-01-26 03:00:00,99.55,Hostel
2024-01-26 04:00:00,80.44,Hostel
2024-01-26 05:00:00,31.56,Hostel
2024-01-26 06:00:00,83.99,Hostel
2024-01-26 07:00:00,44.39,Hostel
2024-01-26 08:00:00,60.59,Hostel
2024-01-26 09:00:00,68.91,Hostel
2024-01-26 10:00:00,55.25,Hostel
2024-01-26 11:00:00,111.32,Hostel
2024-01-26 12:00:00,50.55,Hostel
2024-01-26 13:00:00,83.0,Hostel
2024-01-26 14:00:00,60.29,Hostel
2024-01-26 15:00:00,92.05,Hostel
2024-01-26 16:00:00,102.51,Hostel
2024-01-26 17:00:00,51.98,Hostel
2024-01-26 18:00:00,54.26,Hostel
2024-01-26 19:00:00,65.39,Hostel
2024-01-26 20:00:00,65.75,Hostel
2024-01-26 21:00:00,103.04,Hostel
2024-01-26 22:00:00,43.82,Hostel
2024-01-26 23:00:00,71.06,Hostel
2024-01-27 00:00:00,34.69,Hostel
2024-01-27 01:00:00,72.3,Hostel
2024-01-27 02:00:00,88.84,Hostel
2024-01-27 03:00:00,34.4,Hostel
2024-01-27 04:00:00,101.07,Hostel
2024-01-27 05:00:00,73.47,Hostel
2024-01-27 06:00:00,93.7,Hostel
2024-01-27 07:00:00,36.52,Hostel
2024-01-27 08:00:00,105.95,Hostel
2024-01-27 09:00:00,110.18,Hostel
2024-01-27 10:00:00,43.82,Hostel
